GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US96729,96729,ZCTA5 96729,378,49,297,45,205,37,81,30,8.2,4.2,8.4,4.5,8.3,5.6,11.1,11.0,6.3,3.8,2.4,1.9,1.0,1.5,21.0,16.8,12.2,4.6,9.8,4.5,5.9,4.2,21.0,13.9,14.0,5.1,13.8,5.7,12.2,6.1,18.5,12.7,11.1,4.0,11.4,5.0,10.2,5.6,8.6,9.6,15.1,5.9,19.5,7.4,22.4,9.6,0.0,28.1,13.2,4.8,11.8,4.5,13.7,6.0,14.8,16.2,10.3,4.1,12.1,4.9,13.7,6.5,2.5,4.3,4.2,2.8,5.7,3.8,7.3,4.8,2.5,4.3,5.3,4.0,5.1,4.7,5.4,5.9,0.0,28.1,48250,5383,51645,5998,60208,16268,22917,7644,66301,9869,71642,12110,N,N,35547,12438,27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.0,(X)
8600000US96730,96730,ZCTA5 96730,507,79,245,49,178,42,262,70,6.7,4.4,4.1,4.3,3.4,5.1,9.2,7.7,2.4,2.1,1.2,1.8,0.0,14.3,3.4,3.7,12.8,6.0,5.7,5.4,5.1,5.8,19.5,11.6,5.3,7.0,2.0,2.6,0.0,14.3,9.5,13.1,16.4,5.3,5.3,4.6,3.9,5.7,26.7,10.1,11.2,4.9,17.6,9.3,8.4,6.6,8.0,5.5,10.3,5.0,10.6,7.4,14.6,9.9,6.1,5.3,17.9,7.0,25.7,9.5,32.6,13.5,12.6,13.3,10.8,5.1,15.1,8.4,16.9,10.0,5.0,4.8,6.1,3.3,12.7,7.0,15.2,8.8,0.0,10.0,64583,20728,112841,27549,122500,13891,36250,3356,88765,14872,127609,25887,N,N,50158,12566,47.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),53.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.7,(X)
8600000US96731,96731,ZCTA5 96731,757,105,597,101,452,90,160,51,6.3,3.1,6.0,3.8,1.1,1.1,12.5,9.3,6.1,4.0,0.2,0.5,0.0,5.9,28.1,15.1,2.9,1.7,1.8,1.7,1.5,1.8,7.5,5.7,3.7,2.7,4.2,3.5,1.5,1.7,12.5,10.3,11.5,4.8,8.7,5.1,8.2,5.9,14.4,9.4,11.8,6.1,13.7,7.4,10.4,8.2,5.0,5.4,20.1,7.2,23.8,8.8,27.7,10.6,8.8,4.8,17.4,5.8,17.3,6.0,22.8,8.0,6.9,8.7,10.6,5.0,13.1,6.3,12.8,7.8,0.6,2.1,9.6,4.3,11.2,5.1,13.9,6.6,3.8,6.4,82697,6725,87793,6013,98333,25031,30417,19684,98513,12010,108600,12594,N,N,43733,17675,51.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),54.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
8600000US96732,96732,ZCTA5 96732,7440,280,5823,328,3891,310,1617,268,4.1,1.7,1.2,1.1,0.5,0.6,14.6,6.7,1.7,0.7,0.1,0.3,0.2,0.4,7.2,3.1,7.3,2.3,3.8,2.1,3.1,2.5,23.1,8.6,7.4,2.7,9.7,3.8,7.7,4.0,6.7,4.3,11.5,2.9,9.2,2.9,5.3,2.4,18.1,8.2,17.5,3.5,20.2,4.3,16.5,4.6,12.3,5.9,14.5,3.1,15.5,3.6,19.6,4.8,5.2,3.9,20.8,3.5,25.1,4.6,29.3,5.6,8.3,5.6,9.0,2.4,9.8,3.1,11.7,4.0,2.1,2.5,6.2,2.3,5.3,2.7,6.1,2.8,2.4,3.0,75584,6013,79979,8374,92787,10372,33701,13338,88545,5445,94400,6203,N,N,45695,8402,37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
8600000US96734,96734,ZCTA5 96734,15959,232,12444,312,10164,369,3515,285,3.1,0.7,1.8,0.6,0.7,0.5,8.8,2.4,1.2,0.6,0.5,0.3,0.6,0.4,3.6,2.2,3.6,0.8,2.1,0.7,1.7,0.7,9.6,2.8,5.7,1.4,5.1,1.5,3.8,1.3,8.9,2.6,8.4,1.2,8.2,1.4,7.8,1.7,9.7,3.2,14.2,1.2,13.4,1.2,13.6,1.5,16.9,3.3,12.8,1.7,13.4,1.8,12.8,2.0,13.5,3.4,21.1,1.9,23.1,2.0,22.6,2.3,16.0,3.6,12.4,1.5,12.5,1.6,13.8,1.7,7.8,2.6,17.6,1.6,19.9,1.9,22.7,2.1,5.2,1.8,103185,5619,111190,4215,117269,3934,61283,8242,132314,5715,142810,6454,N,N,81176,7896,33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
8600000US96737,96737,ZCTA5 96737,1638,270,979,275,615,237,659,197,22.7,9.4,13.0,9.9,8.0,9.3,37.2,15.9,8.4,5.8,9.9,7.6,5.4,6.6,6.2,7.5,14.7,9.5,12.3,12.7,0.0,4.4,18.2,12.2,6.2,5.5,9.2,9.8,7.2,11.2,8.6,8.7,14.7,9.2,15.4,12.1,24.6,18.0,6.7,10.4,19.7,10.3,26.5,15.0,33.0,20.0,9.6,9.2,8.2,7.3,13.8,12.1,22.0,17.0,0.0,4.1,2.6,4.2,0.0,2.8,0.0,4.4,6.5,10.0,2.8,4.5,0.0,2.8,0.0,4.4,7.0,10.7,0.0,1.7,0.0,2.8,0.0,4.4,0.0,4.1,33333,20988,46875,23375,58574,15154,17750,12163,39320,9115,40386,9238,N,N,36132,18814,28.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.5,(X)
8600000US96738,96738,ZCTA5 96738,2540,234,1674,250,1327,233,866,165,4.4,2.5,3.2,3.5,1.5,1.8,6.6,5.1,2.8,2.2,3.3,3.0,3.2,3.3,1.8,2.9,3.6,2.3,0.9,1.3,0.0,2.0,8.8,6.0,5.0,3.7,7.0,5.4,1.1,1.6,5.2,6.1,11.2,4.5,5.7,4.1,4.9,4.4,19.7,10.2,24.0,6.5,23.6,7.9,25.2,9.6,26.6,10.3,20.4,5.6,22.5,7.7,21.9,8.9,17.3,8.6,18.3,5.6,22.5,7.6,28.4,9.4,8.5,5.9,6.7,3.1,6.2,3.5,7.5,4.4,5.0,3.9,3.6,2.0,5.0,2.8,6.3,3.6,0.5,0.7,73952,7733,82883,7236,87457,12933,58346,7191,85524,7476,94318,9953,N,N,62983,7380,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X)
8600000US96740,96740,ZCTA5 96740,13096,568,9023,610,7262,576,4073,440,5.2,1.6,3.4,1.5,1.0,0.7,10.7,4.5,4.2,1.3,3.0,1.4,2.4,1.6,6.7,2.6,6.4,1.5,3.8,1.4,2.9,1.4,13.5,4.2,5.8,1.5,5.8,1.9,4.0,1.8,8.2,3.4,13.0,2.2,13.0,2.7,12.0,2.7,15.4,4.9,17.5,2.5,20.1,3.5,19.8,3.2,13.3,4.2,14.3,2.2,13.6,2.4,14.2,2.6,13.3,4.6,19.7,2.9,21.6,3.4,24.7,3.9,13.4,5.1,7.6,1.9,9.2,2.4,11.3,2.9,2.0,1.6,6.3,1.4,6.5,1.6,7.8,1.9,3.6,1.8,71815,4957,76046,4798,86682,7732,43635,5645,88915,4247,95174,5950,N,N,62985,7026,32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.2,(X)
8600000US96741,96741,ZCTA5 96741,2123,165,1540,202,1265,198,583,156,5.6,3.8,1.0,1.4,1.2,1.8,17.7,12.1,4.9,3.5,4.2,3.8,5.1,4.7,7.0,8.1,5.1,3.7,3.6,3.8,1.1,1.9,11.5,9.1,4.8,3.2,4.6,3.0,3.1,3.0,9.4,9.8,10.0,4.6,8.8,5.5,5.5,5.1,15.1,10.1,10.4,4.1,10.3,5.1,10.7,5.7,13.2,9.2,17.9,7.0,19.2,8.4,22.0,9.7,5.1,5.8,27.0,6.5,29.1,8.6,30.5,9.7,20.1,10.1,4.9,3.8,6.4,5.1,7.2,6.1,0.9,1.7,9.3,4.1,12.8,5.9,13.7,6.7,0.0,4.6,84037,7830,96282,17128,101367,25029,38355,13765,94836,9918,108756,12697,N,N,51893,11911,43.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.6,(X)
8600000US96742,96742,ZCTA5 96742,53,8,15,5,15,5,38,8,13.2,11.1,20.0,24.8,20.0,24.8,10.5,14.4,0.0,37.4,0.0,70.4,0.0,70.4,0.0,44.3,7.5,7.4,0.0,70.4,0.0,70.4,10.5,10.0,0.0,37.4,0.0,70.4,0.0,70.4,0.0,44.3,11.3,6.7,0.0,70.4,0.0,70.4,15.8,8.9,39.6,14.5,26.7,18.9,26.7,18.9,44.7,19.4,3.8,4.2,0.0,70.4,0.0,70.4,5.3,5.8,17.0,10.8,40.0,23.8,40.0,23.8,7.9,12.0,7.5,6.4,13.3,17.2,13.3,17.2,5.3,5.6,0.0,37.4,0.0,70.4,0.0,70.4,0.0,44.3,61750,11280,113125,38967,113125,38967,53750,12070,70187,14972,92647,36116,N,N,61324,16351,34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X)
8600000US96743,96743,ZCTA5 96743,4297,306,3189,367,2415,404,1108,253,6.3,3.1,4.5,3.3,2.4,2.2,16.2,9.8,2.2,2.0,2.0,3.0,0.0,1.1,7.9,7.5,8.8,3.9,5.8,3.8,3.8,3.3,13.0,6.3,6.5,3.1,7.2,4.0,0.7,0.4,8.6,6.0,7.6,2.8,5.8,3.3,4.8,3.3,11.8,6.1,19.9,5.4,20.4,7.0,21.5,7.8,10.4,5.5,13.1,3.9,15.0,4.8,18.9,6.0,7.6,4.6,15.6,5.1,16.8,5.5,19.4,7.0,11.9,9.0,8.5,4.1,9.3,4.8,11.9,6.2,5.8,7.1,11.5,4.0,13.2,4.6,16.5,6.3,6.8,6.3,73970,10540,83155,11007,96157,12122,41023,16577,104543,11233,113517,11706,N,N,71916,20292,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.1,(X)
8600000US96744,96744,ZCTA5 96744,16365,251,12807,350,9867,351,3558,359,2.0,0.6,0.7,0.4,0.3,0.2,7.3,2.2,1.6,0.6,0.7,0.4,0.5,0.4,4.2,2.3,4.0,0.8,3.2,0.9,2.1,0.8,8.5,2.2,4.4,1.0,3.2,0.8,2.5,0.8,10.8,3.4,8.1,1.5,6.8,1.3,5.3,1.2,14.8,4.2,13.3,1.7,12.3,1.5,10.8,1.6,15.9,3.6,16.5,1.6,17.3,1.7,17.4,1.8,14.4,3.8,24.0,2.2,26.6,2.5,28.1,2.8,15.4,3.3,14.0,1.3,15.8,1.5,18.1,1.9,4.5,1.8,12.1,1.5,13.4,1.7,15.0,2.1,4.1,2.1,100311,4132,109469,3741,118245,4047,54896,11802,117133,3747,125749,4207,N,N,73881,7214,38.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X)
8600000US96746,96746,ZCTA5 96746,6717,300,4672,311,3684,337,2045,323,4.6,1.6,3.7,1.8,2.5,1.8,10.1,4.1,4.8,1.8,2.3,1.3,1.8,1.4,11.3,5.1,4.6,1.8,3.3,1.9,1.1,0.7,8.4,4.2,8.9,2.7,4.6,1.6,4.1,1.9,17.0,7.0,14.0,3.2,11.9,3.5,11.8,3.9,18.1,6.6,14.9,2.7,15.4,3.4,14.4,3.5,18.8,5.4,14.9,3.4,19.2,4.2,20.1,5.0,7.1,5.1,21.5,3.9,26.5,5.2,30.5,6.0,5.1,4.2,7.0,2.0,7.2,2.5,6.7,2.3,3.4,2.2,4.7,1.4,5.9,1.8,7.2,2.2,0.7,0.9,70589,6748,86593,6744,94100,9179,36471,4269,84762,5391,96964,6650,N,N,47193,5549,48.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),50.2,(X)
8600000US96747,96747,ZCTA5 96747,215,52,179,47,95,32,36,25,0.0,12.0,0.0,14.2,0.0,24.7,0.0,45.5,0.9,1.8,5.6,7.0,0.0,24.7,0.0,45.5,7.9,7.5,3.4,5.5,6.3,10.4,8.3,13.5,8.8,7.6,10.6,9.0,20.0,16.6,0.0,45.5,22.8,10.5,19.6,12.6,29.5,19.4,50.0,37.1,15.8,10.7,19.0,10.9,12.6,14.9,19.4,32.6,22.3,11.0,26.8,13.3,23.2,18.8,0.0,45.5,14.4,10.3,11.2,10.4,8.4,12.4,0.0,45.5,3.3,5.7,3.9,6.7,0.0,24.7,0.0,45.5,3.7,5.6,0.0,14.2,0.0,24.7,22.2,32.3,64063,21853,63438,20335,43750,17950,-,**,77873,15704,68973,11647,N,N,100650,77740,82.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),89.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),50.0,(X)
8600000US96748,96748,ZCTA5 96748,1470,146,926,139,653,124,544,120,11.3,6.0,2.1,1.6,0.8,0.7,28.1,14.2,5.6,3.2,0.6,0.7,0.5,0.8,14.7,8.4,13.8,5.2,12.2,4.6,12.6,6.6,16.5,11.6,11.8,6.0,12.2,6.3,6.1,3.7,14.9,12.6,10.5,4.1,13.7,6.3,6.1,3.8,4.6,3.7,16.5,5.5,19.9,7.1,22.7,8.6,9.0,8.8,9.6,4.0,12.2,6.2,15.5,8.4,2.0,2.7,17.1,6.0,22.0,8.8,29.9,12.1,8.6,9.8,3.1,2.4,4.1,4.1,5.5,5.8,1.5,2.3,0.6,0.7,1.0,1.1,0.5,0.7,0.0,4.9,43833,13094,61250,10165,75850,12365,19286,11442,59684,6514,71866,7778,N,N,35385,12402,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.4,(X)
8600000US96749,96749,ZCTA5 96749,5865,343,4246,330,3050,382,1619,307,11.2,3.6,8.6,3.8,8.0,4.9,21.0,10.0,3.9,2.2,0.4,0.4,0.4,0.5,13.2,7.4,9.8,3.7,6.9,3.8,5.7,3.9,17.1,8.3,7.5,3.2,8.5,3.5,6.7,3.3,11.3,8.3,13.9,4.0,14.0,4.2,12.4,5.2,13.4,6.1,18.2,5.1,22.5,6.4,17.9,6.9,7.7,6.1,14.3,4.6,16.9,5.5,21.5,7.4,4.0,3.3,16.0,4.8,18.2,5.5,21.8,6.9,6.6,7.1,3.2,1.3,2.8,1.4,3.9,1.9,1.9,2.1,2.1,2.0,1.2,1.1,1.7,1.5,3.8,6.1,51848,3231,59711,6190,66520,19866,22950,9011,64544,6900,68138,5703,N,N,45390,19396,62.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),64.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),53.6,(X)
8600000US96750,96750,ZCTA5 96750,1139,139,759,134,539,125,380,96,6.2,3.7,3.8,3.7,0.0,5.0,14.2,8.6,4.8,3.4,3.8,5.4,0.0,5.0,13.4,10.0,7.9,4.4,3.8,3.9,0.6,1.0,12.9,8.6,10.8,5.1,10.0,4.8,10.0,6.0,14.7,11.5,12.4,5.4,11.6,5.5,12.8,6.8,9.7,5.9,18.0,5.4,20.9,7.3,24.1,8.7,14.7,8.2,10.8,3.9,12.4,5.1,12.1,6.2,6.8,6.4,16.5,6.3,14.8,7.7,15.6,9.7,13.4,9.4,6.6,3.4,9.9,5.2,13.9,7.2,0.0,7.0,6.0,5.2,9.0,7.6,10.9,9.9,0.0,7.0,62413,7833,66198,13650,78693,16121,33077,7656,80405,12534,93888,18336,N,N,43068,9606,42.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),51.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.1,(X)
8600000US96751,96751,ZCTA5 96751,27,37,0,11,0,11,27,37,0.0,52.5,-,**,-,**,0.0,52.5,0.0,52.5,-,**,-,**,0.0,52.5,0.0,52.5,-,**,-,**,0.0,52.5,0.0,52.5,-,**,-,**,0.0,52.5,100.0,52.5,-,**,-,**,100.0,52.5,0.0,52.5,-,**,-,**,0.0,52.5,0.0,52.5,-,**,-,**,0.0,52.5,0.0,52.5,-,**,-,**,0.0,52.5,0.0,52.5,-,**,-,**,0.0,52.5,0.0,52.5,-,**,-,**,0.0,52.5,-,**,-,**,-,**,-,**,N,N,-,**,-,**,N,N,100.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),100.0,(X)
8600000US96752,96752,ZCTA5 96752,1099,121,806,109,614,106,293,89,2.5,2.8,0.0,3.4,0.0,4.4,9.2,10.3,9.7,4.3,0.4,0.5,0.3,0.5,35.5,15.7,12.5,6.3,8.3,6.2,8.0,7.9,23.9,15.5,3.5,1.9,7.3,5.1,4.9,3.9,0.7,1.2,8.8,4.7,8.1,5.8,4.4,4.1,10.9,9.8,18.3,6.5,19.9,7.7,22.5,9.3,6.5,8.4,19.2,6.2,23.7,8.5,27.0,10.2,11.6,11.1,15.8,4.6,19.1,5.1,20.5,6.5,1.7,3.0,5.5,2.9,9.7,5.2,8.1,5.1,0.0,9.0,4.3,3.3,3.6,3.1,4.2,3.9,0.0,9.0,66134,7589,83241,7967,84043,5564,15692,1771,74074,8460,87158,9158,N,N,29879,8645,61.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),68.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41.3,(X)
8600000US96753,96753,ZCTA5 96753,10802,359,6606,375,5207,344,4196,369,6.4,1.4,3.7,1.6,2.1,0.9,11.2,2.3,2.7,0.7,0.5,0.4,0.4,0.4,6.4,1.9,6.6,1.5,4.3,1.9,1.6,0.8,11.3,3.1,6.6,1.7,6.2,2.0,4.7,2.2,8.7,3.1,12.7,1.9,10.7,2.5,8.4,2.1,17.3,3.2,18.9,2.7,18.2,3.3,18.5,3.4,19.0,4.3,15.6,2.4,18.2,3.4,19.4,4.2,10.9,3.4,14.5,2.1,19.0,2.7,22.1,3.5,7.1,3.2,8.0,1.7,9.7,2.6,11.0,3.0,3.0,1.5,8.0,1.5,9.6,2.0,11.8,2.5,4.9,1.9,70985,2882,83464,2063,92053,5222,44116,3878,96953,5789,111575,7373,N,N,67897,8394,27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X)
8600000US96754,96754,ZCTA5 96754,996,99,668,100,584,91,328,82,6.5,3.8,2.2,2.0,0.9,1.3,18.3,11.9,3.1,2.2,0.7,1.4,0.0,4.6,7.9,5.4,5.2,3.7,6.6,5.5,2.7,3.9,9.5,8.7,4.8,3.1,1.6,1.7,1.2,1.6,11.3,8.2,14.4,5.8,18.0,7.3,18.2,7.2,8.5,7.4,13.8,5.2,13.3,6.1,14.4,6.8,6.1,7.2,13.7,5.6,18.1,7.2,18.5,7.8,4.6,6.9,20.4,7.5,23.4,9.5,26.7,10.3,14.3,10.1,8.5,4.0,8.4,4.9,8.7,5.6,11.3,7.6,9.6,3.9,7.6,4.9,8.7,5.7,8.2,6.4,83000,17940,85909,10722,93261,13483,36316,29115,100039,13012,99061,14180,N,N,88078,29794,42.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X)
8600000US96755,96755,ZCTA5 96755,1013,166,655,147,528,139,358,123,6.6,3.9,1.8,1.8,0.6,0.9,15.4,11.1,8.5,5.3,0.0,4.1,0.0,5.1,24.0,14.2,8.6,4.6,5.2,4.8,4.9,5.4,14.8,10.0,5.4,3.8,8.9,5.6,5.7,5.7,2.5,3.4,8.2,4.5,8.2,6.1,10.2,7.8,8.1,7.1,19.4,8.1,19.8,12.9,23.5,15.7,16.2,11.7,20.3,10.5,23.4,12.8,25.9,15.2,18.4,19.6,11.5,5.7,15.4,8.2,11.0,7.5,0.0,7.4,6.2,3.9,9.6,6.2,8.7,6.8,0.0,7.4,5.1,5.5,7.6,8.4,9.5,10.3,0.6,1.5,70058,10955,82891,15787,80577,18736,22794,16215,74865,9175,93767,13698,N,N,38310,12810,53.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),68.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X)
8600000US96756,96756,ZCTA5 96756,2034,134,1281,128,921,104,753,99,7.0,2.0,2.7,2.1,1.3,1.5,16.1,5.1,4.7,1.9,3.5,2.1,1.7,2.5,8.0,3.4,6.8,2.8,2.5,1.7,2.4,2.1,14.3,6.4,10.8,3.0,11.7,4.4,8.6,4.1,8.0,2.7,12.3,2.9,10.5,3.2,7.7,2.8,15.8,5.4,15.4,3.0,17.5,4.3,18.8,5.6,13.0,4.2,14.3,3.1,13.6,3.4,13.5,4.5,14.6,5.5,14.2,2.3,18.2,3.5,19.8,4.3,5.7,3.0,5.5,1.9,7.8,2.8,10.5,4.0,2.1,1.5,9.0,2.3,11.9,3.1,15.7,4.4,2.4,2.3,68026,7911,77321,6517,93672,11048,38750,8046,87989,8160,106375,11835,N,N,50722,6851,47.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),48.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42.9,(X)
8600000US96757,96757,ZCTA5 96757,236,52,162,46,127,40,74,35,10.2,9.0,0.0,15.6,0.0,19.3,32.4,25.2,17.4,11.9,16.0,14.3,10.2,11.7,20.3,21.6,9.3,8.4,15.4,11.6,8.7,8.3,0.0,30.1,11.0,8.7,10.5,11.1,13.4,13.9,12.2,13.0,14.8,9.2,5.6,5.5,3.9,6.0,35.1,22.8,11.4,8.7,17.3,12.4,18.9,15.6,0.0,30.1,16.9,10.2,24.7,14.3,31.5,17.6,0.0,30.1,5.5,4.8,5.6,5.7,7.1,6.9,0.0,30.1,3.4,3.9,4.9,5.8,6.3,7.4,0.0,30.1,0.0,11.0,0.0,15.6,0.0,19.3,0.0,30.1,38281,16906,50769,33835,73523,33433,-,**,46775,9818,55564,12577,N,N,23820,8233,5.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),7.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X)
8600000US96759,96759,ZCTA5 96759,75,84,75,84,75,84,0,11,0.0,29.8,0.0,29.8,0.0,29.8,-,**,0.0,29.8,0.0,29.8,0.0,29.8,-,**,0.0,29.8,0.0,29.8,0.0,29.8,-,**,0.0,29.8,0.0,29.8,0.0,29.8,-,**,49.3,50.7,49.3,50.7,49.3,50.7,-,**,50.7,50.7,50.7,50.7,50.7,50.7,-,**,0.0,29.8,0.0,29.8,0.0,29.8,-,**,0.0,29.8,0.0,29.8,0.0,29.8,-,**,0.0,29.8,0.0,29.8,0.0,29.8,-,**,0.0,29.8,0.0,29.8,0.0,29.8,-,**,-,**,-,**,-,**,-,**,N,N,N,N,N,N,-,**,50.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US96760,96760,ZCTA5 96760,1079,178,666,140,561,131,413,118,8.2,5.0,5.3,5.5,2.7,3.5,12.8,8.8,9.0,4.9,1.5,2.5,0.0,4.8,21.1,11.7,14.2,8.2,10.2,9.3,9.8,10.5,20.6,14.5,11.1,5.6,13.4,8.2,11.2,8.4,9.4,9.2,7.3,4.3,9.2,5.3,8.4,5.6,6.3,7.2,22.2,8.3,21.2,9.2,23.2,10.4,22.0,14.3,12.2,5.7,16.4,8.0,19.4,9.4,3.6,5.8,11.2,5.0,19.1,8.0,22.6,9.4,4.1,6.3,4.5,4.3,3.9,4.5,2.7,4.0,0.0,6.4,0.0,2.5,0.0,4.0,0.0,4.8,0.0,6.4,50329,13164,61346,6252,64688,15035,21940,9278,54803,7247,65583,8971,N,N,34601,9883,49.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),56.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.7,(X)
